street,2020/01/01,2020/01/02,2020/01/03,2020/01/04,2020/01/05,2020/01/06,2020/01/07,2020/01/08,2020/01/09,2020/01/10,2020/01/11,2020/01/12,2020/01/13,2020/01/14,2020/01/15,2020/01/16,2020/01/17,2020/01/18,2020/01/19,2020/01/20,2020/01/21,2020/01/22,2020/01/23,2020/01/24,2020/01/25,2020/01/26,2020/01/27,2020/01/28,2020/01/29,2020/01/30,2020/01/31,2020/02/01,2020/02/02,2020/02/03,2020/02/04,2020/02/05,2020/02/06,2020/02/07,2020/02/08,2020/02/09,2020/02/10,2020/02/11,2020/02/12,2020/02/13,2020/02/14,2020/02/15,2020/02/16,2020/02/17,2020/02/18,2020/02/19,2020/02/20,2020/02/21,2020/02/22,2020/02/23,2020/02/24,2020/02/25,2020/02/26,2020/02/27,2020/02/28,2020/02/29,2020/03/01,2020/03/02,2020/03/03,2020/03/04,2020/03/05,2020/03/06,2020/03/07,2020/03/08,2020/03/09,2020/03/10,2020/03/11,2020/03/12,2020/03/13,2020/03/14,2020/03/15,2020/03/16,2020/03/17,2020/03/18,2020/03/19,2020/03/20,2020/03/21,2020/03/22,2020/03/23,2020/03/24,2020/03/25,2020/03/26,2020/03/27,2020/03/28,2020/03/29,2020/03/30,2020/03/31,2020/04/01,2020/04/02,2020/04/03,2020/04/04,2020/04/05,2020/04/06,2020/04/07,2020/04/08
武汉市,250.0,292.78198460621957,340.08333451217044,401.2161967822323,478.5794098814782,563.4323624230003,655.5378049681751,774.1110455815766,922.5381139556033,1106.5011026648378,1326.5317074435882,1592.8085575434295,1885.4315870750715,2203.8519959462733,2604.462444063742,3093.9055249860326,3670.7795714655444,4353.667010518096,5157.683962523554,6020.8226540609785,6993.988013948498,8084.475846446769,10125.0,12827.600060145716,15207.54437022875,17411.794235950285,19557.68831786157,21701.8901177523,23854.514925516232,26054.196447658025,28343.496313324846,30794.585158822163,33786.22775374209,37486.16627087114,42023.1960884051,47430.25455659585,53668.03527748871,60218.899408339676,67131.39882359256,75865.32331445592,85913.22955648095,97734.33748030865,111429.60248656305,127786.4223812543,144920.51734853425,162729.91381746714,184361.16476119994,209282.35504316937,238121.05078842325,272038.1834848803,312997.81125703995,354464.1944012793,397529.0532267447,449064.2809762654,509773.6848622283,578427.1662991281,655223.6069115624,739342.9838708779,821599.0133072832,900839.8722121267,986557.4099179092,1078777.4000234117,1172690.1847929691,1268452.2836144364,1372805.766033056,1471680.9571981598,1560587.3248438493,1646703.78553524,1730435.7749298587,1811626.6790999207,1889369.715146074,1960466.0773430215,2025331.4471033006,2084484.7711243855,2138425.3638993953,2187620.7319979356,2232503.5702075977,2273471.1525951046,2310886.092974508,2345077.9627298303,2376345.4067254947,2404958.5028641834,2431161.1913270536,2455173.659895244,2477194.6155423964,2497403.403249593,2515961.953916134,2533016.5569684827,2548699.461884836,2563130.317924048,2576417.464025951,2588659.0819577733,2599944.2258940483,2610353.74112934,2619961.0837991065,2628833.052497467,2637030.441642174,2644608.625414171,2651618.0801309734
95CI-up,250.0,295.57673241,346.32120312664966,413.1573379599494,499.1167996797071,594.1258088066054,698.2306577295429,835.6339147940315,1011.1802566995971,1233.3351440344663,1504.4347749199694,1840.5706672799809,2216.131970093036,2632.792182626474,3179.2129964001692,3870.6691314766376,4713.341840519787,5750.5739519882745,7024.572446977948,8432.93286609296,10097.161010853848,12052.859770756135,14201.810867900045,19508.750134123613,23867.99740496675,27686.482686238927,31250.17804505593,34710.49919746904,38120.59948082374,41563.83789249415,45120.79040287512,48913.40254864838,53547.3901707129,59282.15416977171,66312.11429959202,74677.56599822518,84304.45469368726,94365.187249577,104937.75387404612,118306.47868995898,133633.33034705347,151603.96437856028,172333.0999350861,196984.39225642805,222619.60576912985,249076.50283741107,281071.9997195271,317703.32269698137,359811.0972809411,408989.21211247635,467962.8231514591,527113.3365838757,588020.151652452,660409.5019253149,745041.843355644,839942.3017006367,945152.669584406,1059256.5697798226,1169620.3979262025,1274760.9117984972,1387273.995346345,1506984.9948671472,1627441.6918606637,1748787.9345508907,1879435.6746286713,2001697.201294321,2110247.5817780397,2214029.988850797,2313654.459093779,2409043.487682174,2499253.5057183746,2580705.166777369,2654079.519291833,2720157.1920120055,2779669.430542566,2833285.774469135,2881613.824799995,2925201.6919643544,2964541.7125736983,3000074.7973735896,3032195.0026437123,3061254.0612197286,3087565.7111105667,3111409.73064073,3133035.6369457133,3152666.035810652,3170499.63021769,3186713.9062688774,3201467.5210685683,3214902.4195795013,3227145.7077173973,3238311.307902212,3248501.4215231235,3257807.8206754015,3266312.989326479,3274091.1319083227,3281209.0652945065,3287727.0082443194,3293699.280699202
95CI-down,250.0,289.77100049,333.4271105627226,388.9276977044155,458.23125252710815,533.809293654627,615.3335872502895,718.5472330982946,846.0465674733402,1002.131144011335,1186.8323531296733,1407.7236076609563,1648.808496267796,1909.249922105784,2231.5775654187805,2620.28231078948,3073.516297730577,3604.0206627050316,4221.736219650047,4880.908742372039,5616.820323690294,6433.720323636775,7294.102918157272,9456.784651927355,11299.285828215257,12952.784675421792,14515.925153805607,16042.012637905376,17549.372605543576,19070.001663446375,20636.127796059533,22297.290876809668,24296.56268068994,26744.72830750099,29726.05087648616,33262.132280406506,37327.14090705935,41595.39465968269,46092.29884176044,51719.85229659034,58170.445147717415,65723.54250137095,74439.5907668172,84796.74157929671,95647.4740333068,106918.05953185503,120506.57498155054,136108.75465280534,154103.37777511566,175190.65178796378,200560.04536171752,226307.18273178695,253057.15240946558,284925.7813274933,322401.41918992635,364803.6084232639,412314.1140398734,464537.6566907277,515968.8568825119,565925.9773553328,620420.1451573619,679682.4936427539,740884.8371779422,804343.5557085656,874928.7370385883,943015.1029884316,1005382.5419702453,1067340.6066559264,1129053.5887507508,1190357.6236915677,1250440.4933781042,1306530.9786575004,1358789.9532467688,1407409.277725887,1452595.6977138368,1494559.3077387155,1533509.2493474446,1569650.4178224038,1603180.9539914688,1634290.4234882859,1663158.590348195,1689954.6866636411,1714837.0818275705,1737953.262337108,1759440.0438693028,1779423.9494402297,1798021.6995458014,1815340.771391788,1831479.9941861941,1846530.1558110407,1860574.6030230687,1873689.8227755504,1885945.9964827127,1897407.522258341,1908133.5025393995,1918178.1962242776,1927591.4356602966,1936419.0096281802,1944703.0139910078
