street,2020/01/01,2020/01/02,2020/01/03,2020/01/04,2020/01/05,2020/01/06,2020/01/07,2020/01/08,2020/01/09,2020/01/10,2020/01/11,2020/01/12,2020/01/13,2020/01/14,2020/01/15,2020/01/16,2020/01/17,2020/01/18,2020/01/19,2020/01/20,2020/01/21,2020/01/22,2020/01/23,2020/01/24,2020/01/25,2020/01/26,2020/01/27,2020/01/28,2020/01/29,2020/01/30,2020/01/31,2020/02/01,2020/02/02,2020/02/03,2020/02/04,2020/02/05,2020/02/06,2020/02/07,2020/02/08,2020/02/09,2020/02/10,2020/02/11,2020/02/12,2020/02/13,2020/02/14,2020/02/15,2020/02/16,2020/02/17,2020/02/18,2020/02/19,2020/02/20,2020/02/21,2020/02/22,2020/02/23,2020/02/24,2020/02/25,2020/02/26,2020/02/27,2020/02/28,2020/02/29,2020/03/01,2020/03/02,2020/03/03,2020/03/04,2020/03/05,2020/03/06,2020/03/07,2020/03/08,2020/03/09,2020/03/10,2020/03/11,2020/03/12,2020/03/13,2020/03/14,2020/03/15,2020/03/16,2020/03/17,2020/03/18,2020/03/19,2020/03/20,2020/03/21,2020/03/22,2020/03/23,2020/03/24,2020/03/25,2020/03/26,2020/03/27,2020/03/28,2020/03/29,2020/03/30,2020/03/31,2020/04/01,2020/04/02,2020/04/03,2020/04/04,2020/04/05,2020/04/06,2020/04/07,2020/04/08
武汉市,250.0,292.78198460621957,340.08333451217044,401.2161967822323,478.5794098814782,563.4323624230003,655.5378049681751,774.1110455815766,922.5381139556033,1106.5011026648378,1326.5317074435882,1592.8085575434295,1885.4315870750715,2203.8519959462733,2604.462444063742,3093.9055249860326,3670.7795714655444,4353.667010518096,5157.683962523554,6020.8226540609785,6993.988013948498,8084.475846446769,9239.85161007886,10411.800902775843,11554.061838021167,12681.45361455159,13807.376878636876,14938.114040185754,16072.613421340979,17217.706535623376,18382.783138748397,19585.220545639364,20914.012835377478,22420.199390640417,26789.264721874057,31168.739701317227,34718.101277067944,37693.12212223987,40250.100212220896,42506.556902339325,44533.17495510378,46375.942556463524,48063.132369014245,49612.18259101852,51028.366572469204,52318.658044271826,53493.727916034055,54555.35630202733,55510.08513497434,56360.17504147741,57125.35283613002,57804.52791656056,58407.59761709381,58943.278290615024,59421.47228782287,59846.357586607606,60223.20646363497,60547.00021781846,60823.66015370503,61056.2474810939,61251.17184291242,61415.57637086659,61552.52626404127,61667.24905544127,61764.1724164793,61845.76503240797,61913.66193236194,61969.83585654149,62016.49718826991,62055.3959372902,62087.973206753755,62115.011325139734,62137.47039327777,62156.182583706504,62171.828877370084,62184.96061970768,62196.02393483836,62205.38043593532,62213.32391916131,62220.09368632338,62225.88516692104,62230.8583967036,62235.144796424785,62238.852601216204,62242.07121713945,62244.874723411944,62247.32469318033,62249.472469830915,62251.36100756068,62253.026362632816,62254.498904122185,62255.804299013675,62256.964315467936,62257.997479299105,62258.91961173948,62259.74427101731,62260.483115850424,62261.14620542814,62261.74224762969
95CI-up,250.0,295.57673241,346.32120312664966,413.1573379599494,499.1167996797071,594.1258088066054,698.2306577295429,835.6339147940315,1011.1802566995971,1233.3351440344663,1504.4347749199694,1840.5706672799809,2216.131970093036,2632.792182626474,3179.2129964001692,3870.6691314766376,4713.341840519787,5750.5739519882745,7024.572446977948,8432.93286609296,10097.161010853848,12052.859770756135,14201.810867900045,16444.776208231102,18672.91277924099,20932.863735891886,23267.316758186495,25698.84716218124,28228.125436578477,30881.79652931904,33697.05220597642,36742.39379110456,40356.56252746194,44757.072007613155,57097.560597141586,68696.32524549466,77908.01165063791,85482.84993135098,91882.08676472171,97443.95429342921,102373.64335382299,106804.6562373592,110820.1261343429,114472.41591928287,117781.66809299034,120770.60948467432,123469.63287681222,125887.15135682392,128042.42974277434,129944.1532827486,131641.3908969184,133134.15278560543,134447.57689612702,135603.61195203022,136626.4490152068,137527.01178044282,138318.39987302883,138990.95113687174,139559.05183098748,140030.7231437364,140420.95293185543,140745.91154790905,141012.980616834,141233.73397203872,141417.82797286205,141570.7773185253,141696.31581227292,141798.72760192733,141882.62521146642,141951.62098733557,142008.6440265242,142055.33883112893,142093.61702499955,142125.10437518786,142151.11155322735,142172.68477288148,142190.65884033652,142205.701137686,142218.34653841954,142229.02488940523,142238.08262773103,142245.799804618,142252.4035146687,142258.07850866794,142262.9755963703,142267.21831235543,142270.90821451801,142274.129104329,142276.95039541798,142279.42980825773,142281.6155306766,142283.54795418223,142285.26107280582,142286.78361293473,142288.13994828594,142289.350842918,142290.43405632424,142291.40483766666,142292.2763306978
95CI-down,250.0,289.77100049,333.4271105627226,388.9276977044155,458.23125252710815,533.809293654627,615.3335872502895,718.5472330982946,846.0465674733402,1002.131144011335,1186.8323531296733,1407.7236076609563,1648.808496267796,1909.249922105784,2231.5775654187805,2620.28231078948,3073.516297730577,3604.0206627050316,4221.736219650047,4880.908742372039,5616.820323690294,6433.720323636775,7294.102918157272,8163.811320720535,9010.644345374589,9844.437204647596,10674.146140314948,11503.964164611878,12333.177037579462,13166.353906006785,14009.759679686602,14874.929729502635,15820.648921938046,16880.44729143374,19885.293357846156,22936.31260531764,25444.744783059974,27570.70080467682,29413.100204556868,31047.88676487002,32521.4301613265,33864.437971851956,35096.15930885146,36228.71969266054,37266.076977353216,38213.25062748056,39077.715952440834,39860.9138218414,40567.43630666188,41198.95389350624,41768.98977933216,42276.98140709033,42729.79894001929,43133.541188842326,43495.147016713585,43817.64007758968,44104.784365874686,44353.1817754618,44566.95454773061,44748.24688992378,44901.55604573811,45031.94379339624,45141.611425876064,45234.31895228061,45313.28820119824,45380.34148648519,45436.69248754839,45483.804548183136,45523.33103029638,45556.596775110556,45584.70609881119,45608.26459600661,45628.01950021829,45644.62603171137,45658.627019462154,45670.46743030365,45680.51175216698,45689.05901421618,45696.355058066096,45702.60245359463,45707.96850225821,45712.591704008584,45716.5869913579,45720.049973117224,45723.060381377065,45725.68487638993,45727.979333117946,45729.99070864762,45731.758570117534,45733.316347207976,45734.69236078322,45735.9106693077,45736.99176666829,45737.9531586225,45738.80983993629,45739.57469012513,45740.25880236399,45740.87175742942,45741.421852350024
