street,2020/01/01,2020/01/02,2020/01/03,2020/01/04,2020/01/05,2020/01/06,2020/01/07,2020/01/08,2020/01/09,2020/01/10,2020/01/11,2020/01/12,2020/01/13,2020/01/14,2020/01/15,2020/01/16,2020/01/17,2020/01/18,2020/01/19,2020/01/20,2020/01/21,2020/01/22,2020/01/23,2020/01/24,2020/01/25,2020/01/26,2020/01/27,2020/01/28,2020/01/29,2020/01/30,2020/01/31,2020/02/01,2020/02/02,2020/02/03,2020/02/04,2020/02/05,2020/02/06,2020/02/07,2020/02/08,2020/02/09,2020/02/10,2020/02/11,2020/02/12,2020/02/13,2020/02/14,2020/02/15,2020/02/16,2020/02/17,2020/02/18,2020/02/19,2020/02/20,2020/02/21,2020/02/22,2020/02/23,2020/02/24,2020/02/25,2020/02/26,2020/02/27,2020/02/28,2020/02/29,2020/03/01,2020/03/02,2020/03/03,2020/03/04,2020/03/05,2020/03/06,2020/03/07,2020/03/08,2020/03/09,2020/03/10,2020/03/11,2020/03/12,2020/03/13,2020/03/14,2020/03/15,2020/03/16,2020/03/17,2020/03/18,2020/03/19,2020/03/20,2020/03/21,2020/03/22,2020/03/23,2020/03/24,2020/03/25,2020/03/26,2020/03/27,2020/03/28,2020/03/29,2020/03/30,2020/03/31,2020/04/01,2020/04/02,2020/04/03,2020/04/04,2020/04/05,2020/04/06,2020/04/07,2020/04/08
武汉市,250.0,292.7819846062196,340.08333451217044,401.4179918163991,479.41515057345913,565.2828599775172,658.8984734825007,780.4895836705538,933.9341423571067,1125.661773996008,1356.7457793155409,1638.6715705593915,1950.3710193038437,2291.767239191075,2726.223040116289,3262.4763074021294,3900.210836408621,4662.366001438462,5568.378448618393,6547.600050876735,7661.701371039911,8922.056508668078,10125.0,12827.600060145716,15207.544370228752,17298.74798356667,19156.406596861416,20828.145408516986,22388.494987147817,23886.501428493466,25353.679371677637,26805.923802092093,28262.558199202744,29729.619208785338,31206.6642532645,32704.036293825124,34217.99955290014,35744.35188603676,37267.00538912688,38791.78532188831,40315.183380583454,41834.910551808665,43346.34047473411,44843.12774602721,46314.646988904235,47756.97661321633,49172.33007498293,50543.97523675123,51867.3924826184,53136.706386672675,54362.3811992773,55534.029585018034,56655.39805734462,57728.89444372611,58758.20207089971,59741.90860228165,60683.56865879368,61562.36287276451,62377.61230809898,63121.344358510076,63796.07071958729,64410.55224453457,64962.27512393518,65459.62701772373,65910.5598478265,66317.51690552999,66679.3731139171,66997.20328425022,67275.60795338443,67519.44932746542,67733.74360134342,67919.30810181501,68078.77804252271,68215.316434941,68332.04459784116,68431.81273146745,68517.12826772968,68590.1547356868,68652.73964119398,68706.45194333958,68752.62035495449,68792.3687914547,68826.64769461744,68856.26105358465,68881.88941172994,68904.10931582833,68923.40969447905,68940.20562400964,68954.84988937108,68967.64269206946,68978.83980449894,68988.65942301325,68997.28793140294,69004.88475186711,69011.58643145628,69017.51008758102,69022.75631582056,69027.41164629026,69031.55062067862
95CI-up,250.0,295.57673241,346.32120312664966,413.38690707937855,500.0708593874019,596.2433697705471,702.0927005701097,843.0469599519996,1024.575334009227,1256.124925546034,1540.8102774551678,1896.564182542632,2296.3911031467806,2742.822632218259,3334.775564819399,4091.119988899675,5020.573146463448,6174.718552432014,7604.794995176176,9195.477635057598,11090.678867468216,13337.106073619005,15822.944538366623,21997.966294563972,27102.410148038613,31401.3006582819,35099.2115754566,38344.71960956809,41314.22098079769,44122.98288350419,46844.799495745196,49518.61791585925,52186.624075064785,54863.55434668427,57550.62639312302,60268.74085995001,63011.44900871318,65771.26010497274,68518.22841968249,71263.88190117547,74001.8531863936,76728.04369540741,79433.95100476738,82107.92085818172,84730.427055162,87294.60574045156,89804.94627109104,92230.77114808248,94564.38244865248,96795.57940272735,98944.26627743643,100991.75562035028,102945.45485690732,104810.178436388,106592.99864555565,108291.65671055694,109912.88433696661,111419.49447398647,112811.0284179886,114073.99106147896,115213.74224118973,116246.59362443906,117168.73988488727,117995.57009120018,118741.48463175786,119411.131424597,120002.99265697492,120519.41435914245,120968.76260869108,121359.72926180482,121701.13089762647,121994.66602775212,122245.05608420871,122457.83405647684,122638.3854789632,122791.57479618718,122921.63974936516,123032.20308261085,123126.33063481688,123206.60311405509,123275.18712346806,123333.8996594727,123384.26431566683,123427.55920889332,123464.85736595413,123497.0605369104,123524.9274072399,123549.09709705102,123570.10872227652,123588.41767778271,123604.40919697321,123618.40965047941,123630.69596822905,123641.50350345726,123651.03260248492,123659.4540986986,123666.91391161391,123673.53690087264,123679.43009938792
95CI-down,250.0,289.77100049,333.4271105627226,389.1031296417394,458.95657803292914,535.4134572959847,618.2402190355424,724.0279665957138,855.7746359890975,1018.3796962815849,1212.2898267938674,1446.0953789299429,1702.8270502214136,1981.9754766710407,2331.4311753307607,2757.2218361904384,3258.213319002922,3850.273557941215,4546.373693505257,5294.233786451739,6136.752846854755,7080.910278741125,8082.9946895200865,10614.420784848591,12787.766976398274,14669.612530099797,16322.646280609632,17796.140762920197,19155.619917601773,20445.440079026477,21695.07227876722,22920.78929729292,24140.48394759223,25361.149238346607,26584.169144591724,27818.738223297943,29062.948741453267,30314.21981198807,31560.600774647,32806.73680854286,34050.108126057065,35289.05351912078,36520.07501086024,37738.309049844225,38935.5682574841,40108.72938520161,41259.37149051805,42374.67327228451,43451.02558690605,44483.813472047266,45480.88852980316,46434.365722989125,47347.039810688875,48220.75556069868,49058.363391172905,49858.87402243649,50625.048622757975,51341.166791977485,52006.60931481336,52615.26976788749,53168.9622948135,53674.30823732098,54129.47015647069,54540.8496585522,54914.5910005454,55252.694748991744,55554.42085559127,55820.654979689534,56054.96050166756,56261.12668507074,56443.08508301652,56601.552030731356,56738.61465055409,56856.76888191549,56958.487477154355,57046.041765677866,57121.44307369818,57186.438694838136,57242.53097892681,57291.00457726133,57332.95493476253,57369.315035011256,57400.87928327769,57428.3242901422,57452.226705680136,57473.07840466224,57491.299362017395,57507.248546510506,57521.23312916811,57533.51626567474,57544.32367524272,57553.84920499826,57562.25953958369,57569.6981904707,57576.2888780749,57582.138401704906,57587.33907720012,57591.9708093754,57596.10285571478
