street,2020/01/01,2020/01/02,2020/01/03,2020/01/04,2020/01/05,2020/01/06,2020/01/07,2020/01/08,2020/01/09,2020/01/10,2020/01/11,2020/01/12,2020/01/13,2020/01/14,2020/01/15,2020/01/16,2020/01/17,2020/01/18,2020/01/19,2020/01/20,2020/01/21,2020/01/22,2020/01/23,2020/01/24,2020/01/25,2020/01/26,2020/01/27,2020/01/28,2020/01/29,2020/01/30,2020/01/31,2020/02/01,2020/02/02,2020/02/03,2020/02/04,2020/02/05,2020/02/06,2020/02/07,2020/02/08,2020/02/09,2020/02/10,2020/02/11,2020/02/12,2020/02/13,2020/02/14,2020/02/15,2020/02/16,2020/02/17,2020/02/18,2020/02/19,2020/02/20,2020/02/21,2020/02/22,2020/02/23,2020/02/24,2020/02/25,2020/02/26,2020/02/27,2020/02/28,2020/02/29,2020/03/01,2020/03/02,2020/03/03,2020/03/04,2020/03/05,2020/03/06,2020/03/07,2020/03/08,2020/03/09,2020/03/10,2020/03/11,2020/03/12,2020/03/13,2020/03/14,2020/03/15,2020/03/16,2020/03/17,2020/03/18,2020/03/19,2020/03/20,2020/03/21,2020/03/22,2020/03/23,2020/03/24,2020/03/25,2020/03/26,2020/03/27,2020/03/28,2020/03/29,2020/03/30,2020/03/31,2020/04/01,2020/04/02,2020/04/03,2020/04/04,2020/04/05,2020/04/06,2020/04/07,2020/04/08
武汉市,250.0,292.7819846062196,340.0833345121704,401.3521890878665,479.14204136859365,564.6772061513107,657.7966796817359,778.3923129996266,930.1766818469581,1119.3275072358624,1346.7328917340355,1623.4351932885247,1928.7525310819628,2262.4424150298496,2685.4976965564106,3205.926430937522,3823.0224342182987,4558.207888072475,5429.402134874853,6368.9017559886415,7434.6207504942795,8636.464285034725,10125.0,12827.600060145716,15207.54437022875,17296.568527454005,19148.569846830367,20810.264769954207,22354.40678013816,23828.348994740485,25261.942856191316,26669.762017394867,28069.44253805296,29465.448283805796,30856.861459210122,32252.15136137017,33646.79975423991,35035.81174310541,36404.07231423009,37755.917935152356,39087.43190618413,40395.49470071614,41675.300627725526,42921.1272147236,44123.335794276616,45277.82752094778,46385.88736790846,47436.91015598837,48428.729075878604,49357.18623788091,50233.537764890265,51050.781778021745,51813.42941299851,52525.202094003354,53191.398707438486,53812.41874686121,54391.40683770406,54915.81890253351,55387.67174598787,55804.688761946534,56171.17324263,56494.7116066633,56776.14970499358,57021.964979261145,57238.14798366592,57427.36281834734,57590.52833071975,57729.66401503546,57848.23259275915,57949.37561302182,58035.96240204643,58109.10194004204,58170.5681447797,58222.15799198164,58265.48202611822,58301.91720521246,58332.61732995912,58358.54090611324,58380.48153502146,58399.09573421991,58414.92683027884,58428.424928320404,58439.96340242533,58449.85244263202,58458.35016262698,58465.67170447026,58471.996705075006,58477.47542455509,58482.23378166893,58486.37749616044,58489.99550064237,58493.162754437384,58495.942567246355,58498.38852059427,58500.54605883466,58502.45380835809,58504.14467297163,58505.64674472509,58506.98406237982
95CI-up,250.0,295.57673241,346.32120312664955,413.3120475839124,499.7590873737967,595.5503191537724,700.8265625372047,840.6096550822397,1020.1591585756507,1248.592021475113,1528.7579296838626,1877.967122224949,2269.6810700829346,2706.1342881808723,3282.7649057004155,4017.2000820424487,4917.268323528067,6031.706225199526,7408.61519660463,8937.057542849474,10753.185562066128,12899.788147962974,15269.672007666813,21145.22883115198,25991.930469287654,30065.05650017703,33559.354421465454,36615.58183936132,39398.40967828535,42014.51431976639,44531.19103976674,46983.25661201017,49407.85443413504,51816.32885237045,54209.178291320575,56602.99293131017,58990.45198964573,61363.22061073356,63694.85871898075,65993.74546065547,68253.28228381998,70468.26956056434,72630.5089133104,74730.23464856841,76750.85617731429,78685.68922111485,80537.4850349455,82288.12867664426,83934.47537195151,85469.8874526053,86914.53674618957,88256.66679747768,89504.56450408333,90665.02695038763,91747.47829815917,92752.86706336294,93686.8129745144,94528.35021173135,95281.44748535975,95942.83168208411,96520.29323113261,97026.95041993739,97464.62286715608,97844.35574525836,98176.23854258595,98464.84486293659,98711.91396284303,98920.95024862186,99097.70549062159,99247.33976459267,99374.5053965522,99481.0796865269,99569.9352760816,99643.93542179352,99705.61595181812,99757.12189981033,99800.23242908175,99836.41092487307,99866.85723650777,99892.5544936662,99914.30872745495,99932.78158486483,99948.51704576604,99961.9631403785,99973.48957399736,99983.4020283226,99991.95377319393,99999.35510396342,100005.78102088346,100011.37748620778,100016.26652949482,100020.55041912162,100024.31507584485,100027.63287036447,100030.56491961687,100033.16297462,100035.47097506042,100037.52633159961,100039.36098541066
95CI-down,250.0,289.77100049,333.4271105627226,389.0459235752206,458.7195502126877,534.8884222832037,617.287268863827,722.2258538323473,852.5669793964166,1013.0077384006951,1203.852424108643,1433.3461458149059,1684.841593794987,1957.7135924605884,2298.0282395803983,2711.276591827075,3196.0654665387615,3767.171600978088,4436.498923160092,5153.994135542354,5959.894232621507,6860.191000683504,7813.299987114367,10217.001337115009,12275.395266977035,14053.411504399422,15610.846541350775,16994.37131687983,18264.911572408004,19463.341864021848,20616.41766181768,21738.628348726466,22845.66810148044,23943.01152234763,25031.621241352124,26118.80050222984,27202.169341704917,28278.706955741945,29337.840996964293,30382.877190736144,31411.140708516985,32420.464857525534,33407.42166763832,34367.88000997759,35294.844654622335,36185.26784046826,37039.99651101266,37851.358988079155,38617.70706079448,39335.98588424849,40014.24477484674,40647.51619838158,41239.05356523741,41791.59297093691,42309.03269256655,42791.77552025817,43242.17948579535,43651.31367617799,44020.60253409913,44348.410784347936,44637.82782444915,44894.356402708865,45118.68421397666,45315.55568595808,45489.40300300589,45642.26294405109,45774.882577726465,45888.787993133,45986.562114079105,46070.56722269527,46142.977705368496,46204.66003287024,46256.96938025692,46301.28303728196,46338.84446716093,46370.7259040392,46397.833934801165,46420.92865362321,46440.64525391147,46457.51412631177,46471.97832788743,46484.40833222665,46495.11432442228,46504.3563927467,46512.3529592789,46519.28775111953,46525.31556747807,46530.56705481824,46535.15266499785,46539.165940136474,46542.686242173906,46545.781023934745,46548.507721204485,46550.91533116528,46553.04573095734,46554.934780652125,46556.61324715511,46558.10757918622,46559.44055825523
