street,2020/01/01,2020/01/02,2020/01/03,2020/01/04,2020/01/05,2020/01/06,2020/01/07,2020/01/08,2020/01/09,2020/01/10,2020/01/11,2020/01/12,2020/01/13,2020/01/14,2020/01/15,2020/01/16,2020/01/17,2020/01/18,2020/01/19,2020/01/20,2020/01/21,2020/01/22,2020/01/23,2020/01/24,2020/01/25,2020/01/26,2020/01/27,2020/01/28,2020/01/29,2020/01/30,2020/01/31,2020/02/01,2020/02/02,2020/02/03,2020/02/04,2020/02/05,2020/02/06,2020/02/07,2020/02/08,2020/02/09,2020/02/10,2020/02/11,2020/02/12,2020/02/13,2020/02/14,2020/02/15,2020/02/16,2020/02/17,2020/02/18,2020/02/19,2020/02/20,2020/02/21,2020/02/22,2020/02/23,2020/02/24,2020/02/25,2020/02/26,2020/02/27,2020/02/28,2020/02/29,2020/03/01,2020/03/02,2020/03/03,2020/03/04,2020/03/05,2020/03/06,2020/03/07,2020/03/08,2020/03/09,2020/03/10,2020/03/11,2020/03/12,2020/03/13,2020/03/14,2020/03/15,2020/03/16,2020/03/17,2020/03/18,2020/03/19,2020/03/20,2020/03/21,2020/03/22,2020/03/23,2020/03/24,2020/03/25,2020/03/26,2020/03/27,2020/03/28,2020/03/29,2020/03/30,2020/03/31,2020/04/01,2020/04/02,2020/04/03,2020/04/04,2020/04/05,2020/04/06,2020/04/07,2020/04/08
武汉市,250.0,292.7819846062196,340.08333451217044,401.1619773055387,478.35576569903253,562.9386133144164,654.6439900572174,772.4238657680423,919.539636916735,1101.4848574105556,1318.658584165869,1580.913728435179,1868.655681630216,2181.226117286283,2573.289661835841,3050.9943016014936,3612.698905234357,4275.9561867658995,5054.878816014435,5889.590822877401,6828.462015317586,7877.890551557669,10125.0,12827.600060145716,15207.54437022875,17290.26851161973,19126.108327748643,20759.46139781435,22258.500228869263,23666.455531705942,25009.396692971455,26299.279666651833,27550.40660395061,28764.616807611328,29941.148587156516,31085.55574242308,32193.34193053308,33259.808944043594,34274.22178916307,35239.86483871471,36154.44000407809,37015.995587549914,37822.34248992935,38571.80382702784,39260.13934222078,39886.71768848313,40454.67346949833,40964.58420904218,41419.57396021128,41820.835513026184,42178.68096755721,42493.00123291586,42769.14032446279,43011.82203206424,43226.27699624847,43414.84920690326,43580.28369270711,43720.80961536885,43839.65681493124,43938.686284977484,44021.0682325075,44090.10102582313,44147.26689153873,44194.912046757105,44234.97780068162,44268.54610008135,44296.36460357683,44319.32096623779,44338.362275191685,44354.216188204344,44367.47542548698,44378.46687840571,44387.598098630726,44395.209851222105,44401.5778340288,44406.924750715734,44411.43085158796,44415.24238076857,44418.478292800675,44421.23559716887,44423.593618459156,44425.61739850544,44427.36041845405,44428.866780828,44430.1729620643,44431.309222799915,44432.300744973094,44433.16855048869,44433.93024491968,44434.600620818775,44435.19214818323,44435.7153740497,44436.17924878366,44436.59139312372,44436.95831725487,44437.28560096437,44437.57804216429,44437.839779649075,44438.07439482524
95CI-up,250.0,295.57673241,346.32120312664966,413.0956559786664,498.8614897507035,593.5607848541388,697.2034476391121,833.672926599901,1007.6551846621653,1227.367144526363,1494.9524776277779,1826.0412414349748,2195.3859937070006,2604.4552381659705,3139.356346238037,3814.5019728230236,4635.482278547654,5643.660647519616,6879.09842311455,8242.602312877452,9850.321104293795,11735.30343450521,13802.70205179762,18900.43531947022,23081.008700079547,26573.634506083334,29547.681496364985,32124.08355904955,34438.738250472714,36577.93422730635,38594.356282140194,40514.42129766699,42365.2498118293,44152.906248748375,45878.381640827516,47551.65304072384,49166.758466384454,50717.25023970359,52187.3959164635,53582.86279569143,54900.61999591041,56138.12859390753,57292.47670831923,58361.53711022367,59339.34276593851,60225.40664903142,61024.84769944636,61738.935627813924,62372.7130833425,62928.31470819877,63421.25026137249,63851.59582010792,64227.39331924645,64555.69187265436,64844.19004382386,65096.37760991105,65316.2874724697,65501.5746285291,65656.97296473,65785.26557014613,65891.00516538559,65978.84128298284,66050.90601164114,66110.44600028254,66160.11458152361,66201.3980357523,66235.32827186787,66263.10124365507,66285.96636348164,66304.87447728819,66320.5910675092,66333.54214237965,66344.24482182799,66353.12641166033,66360.52898240722,66366.7260710266,66371.9369399693,66376.3378564983,66380.0709550813,66383.25120791778,66385.97191820011,66388.30905821647,66390.3247024858,66392.06975057017,66393.58609127699,66394.90832671565,66396.06514888065,66397.0804413862,66397.9741633693,66398.763060404,66399.46123775803,66400.08062387844,66400.63134615707,66401.12203644386,66401.56008017043,66401.95182010675,66402.30272353158,66402.61751982519,66402.90031408997
95CI-down,250.0,289.77100049,333.4271105627226,388.8805616196436,458.0371567856462,533.381278097531,614.5605481773376,717.0975933602944,843.4871845115717,997.8778896601365,1180.1999562180558,1397.7739914969711,1634.8575779789433,1890.5387104476845,2206.0203834392287,2585.4325813086675,3026.773662705103,3542.04906362251,4140.4999204525575,4777.978344136163,5487.978414067868,6274.154324844564,7100.513678224871,9175.038307197743,10938.925296694646,12452.43808648797,13767.928178976985,14925.532198598858,15975.04543934395,16949.19269740669,17868.70014472997,18744.455014938558,19587.80398348954,20401.8153569999,21187.401022907325,21948.94943588438,22684.434340100066,23391.463198826015,24063.759099801377,24703.50999938822,25309.45973972902,25880.51632875051,26415.40984309885,26913.160899791095,27371.199348123027,27789.144542426897,28168.937058722837,28510.97137325306,28817.207114655852,29088.429902232565,29331.044954236768,29545.08805445912,29733.932758508792,29900.588582132554,30048.39106086496,30178.89145597203,30293.880287710002,30392.308942127787,30476.228055141877,30546.836329650934,30606.16247264344,30656.33548637297,30698.33193091934,30733.68933838371,30763.69578089736,30789.082060742563,30810.356307571834,30828.119946740113,30843.01996145027,30855.56015217671,30866.15611218396,30875.03977404343,30882.50137761481,30888.78677381947,30894.09748210967,30898.59840121239,30902.424711211384,30905.68748118192,30908.478183911087,30910.87233292823,30912.932417617965,30914.71027634237,30916.249018810682,30917.584586259214,30918.747020078503,30919.76149532911,30920.649164325223,30921.427846512855,30922.11259374185,30922.716154344555,30923.249354890973,30923.721414853673,30924.140206500528,30924.512469992165,30924.84399177803,30925.13975286829,30925.404052334776,30925.64061040506,30925.852654713744
